_id,INTERSECTION_ID,LINEAR_NAME_FULL_1,LINEAR_NAME_FULL_2,ID,X,Y,LONGITUDE,LATITUDE,OBJECTID,geometry,MID_BLOCK,POLICE_DIVISION_2,POLICE_DIVISION_3,ACTIVATION_DATE,SIDE2,CLIENT_STREET_2,CLIENT_STREET_1,SIDE1,MI_PRINX,PRIVATE_ACCESS,TCS,ADDITIONAL_INFO,POLICE_DIVISION_1,WARD_1,WARD_3,WARD_2,WARD_4,NAME,DISTRICT,RLC,MAIN
4678,13465959.0,Richmond St E,Parliament St,1,315768.179,4834966.252,-79.364023,43.654559000000006,1,"{u'type': u'Point', u'coordinates': (-79.3640229982, 43.6545590111)}",,,,2007-11-09T05:00:00,,PARLIAMENT ST,RICHMOND ST E,PARLIAMENT ST,1,,223,,51,Toronto Centre(13),,,,Richmond St E And Parliament St,Toronto and East York,6001,RICHMOND ST E
4679,13467993.0,Lake Shore Blvd W,York St,2,314411.515,4833508.938999999,-79.380868,43.641459999999995,2,"{u'type': u'Point', u'coordinates': (-79.3808680071, 43.6414600022)}",,,,2007-11-09T05:00:00,,YORK ST,LAKE SHORE BLVD W,YORK ST,2,,205,WB LAKE SHORE BLVD,52,Spadina-Fort York(10),,,,Lake Shore Blvd W And York St,Toronto and East York,6002,LAKE SHORE BLVD W
4680,13444656.0,Steeles Ave W,Carpenter Rd,3,309017.922,4850229.154,-79.44758900000001,43.792013,3,"{u'type': u'Point', u'coordinates': (-79.447588999, 43.7920130014)}",,,,2007-11-09T05:00:00,PRIVATE ACCESS,CARPENTER RD,STEELES AVE W,CARPENTER RD,3,SHOPPING CENTRE,1564,,32,York Centre(6),,,,Steeles Ave W And Carpenter Rd / Private Access @ Shopping Centre,North York,6003,STEELES AVE W
4681,13444138.0,Steeles Ave W,Hilda Ave,4,310492.057,4850673.973,-79.42926700000001,43.796007,4,"{u'type': u'Point', u'coordinates': (-79.4292670009, 43.7960070063)}",,,,2007-11-09T05:00:00,,HILDA AVE,STEELES AVE W,HILDA AVE,4,,1115,,32,Willowdale(18),,,,Steeles Ave W And Hilda Ave,North York,6004,STEELES AVE W
4682,13451893.0,Albion Rd,Silverstone Dr,5,296738.06899999996,4844782.178,-79.600094,43.742952,5,"{u'type': u'Point', u'coordinates': (-79.6000939933, 43.7429520013)}",,,,2007-11-09T05:00:00,,SILVERSTONE DR,ALBION RD,SILVERSTONE DR,5,,1156,,23,Etobicoke North(1),,,,Albion Rd And Silverstone Dr,Etobicoke York,6005,ALBION RD
4683,13459576.0,Dixon Rd,Kipling Ave,6,300072.37,4839368.29,-79.558649,43.694249,6,"{u'type': u'Point', u'coordinates': (-79.5586490059, 43.6942490045)}",,,,2008-03-18T04:00:00,,KIPLING AVE,DIXON RD,KIPLING AVE,6,,435,,23,Etobicoke North(1),,Etobicoke Centre(2),,Dixon Rd And Kipling Ave,Etobicoke York,6007,DIXON RD
4684,13448601.0,Steeles Ave W,Islington Ave,7,298771.768,4847156.495,-79.574871,43.764343,7,"{u'type': u'Point', u'coordinates': (-79.5748709931, 43.7643430031)}",,,,2008-10-28T04:00:00,,ISLINGTON AVE,STEELES AVE W,ISLINGTON AVE,7,,1208,,31,Humber River-Black Creek(7),,,,Steeles Ave W And Islington Ave,Etobicoke York,6008,STEELES AVE W
4685,13450231.0,Sheppard Ave W,Wilson Heights Blvd,8,308282.925,4845745.977,-79.456751,43.751663,8,"{u'type': u'Point', u'coordinates': (-79.4567510019, 43.751663001)}",,,,2009-03-17T04:00:00,,WILSON HEIGHTS BLVD,SHEPPARD AVE W,WILSON HEIGHTS BLVD,8,,631,,32,York Centre(6),,,,Sheppard Ave W And Wilson Heights Blvd,North York,6009,SHEPPARD AVE W
4686,13449607.0,Bathurst St,Sheppard Ave W,9,309753.93,4846168.518,-79.43848100000001,43.755458000000004,9,"{u'type': u'Point', u'coordinates': (-79.4384810044, 43.7554580029)}",,,,2007-11-09T05:00:00,,SHEPPARD AVE W,BATHURST ST,SHEPPARD AVE W,9,,672,,32,York Centre(6),,,,Bathurst St And Sheppard Ave W,North York,6010,BATHURST ST
4687,13455749.0,Lawrence Ave W,Marlee Ave,10,309109.43100000004,4841741.672,-79.44651999999999,43.715615,10,"{u'type': u'Point', u'coordinates': (-79.4465200053, 43.7156150035)}",,13.0,,2008-03-19T04:00:00,PRIVATE ACCESS,MARLEE AVE,LAWRENCE AVE W,MARLEE AVE,10,LAWRENCE SQUARE ACCESS,425,,32,Eglinton-Lawrence(8),,,,Lawrence Ave W And Marlee Ave / Private Access @ Lawrence Square Access,North York,6011,LAWRENCE AVE W
4688,13455135.0,Bathurst St,Lawrence Ave W,11,310455.102,4842147.397,-79.429816,43.719258,11,"{u'type': u'Point', u'coordinates': (-79.4298159904, 43.7192580018)}",,13.0,53.0,2008-08-11T04:00:00,,LAWRENCE AVE W,BATHURST ST,LAWRENCE AVE W,11,,423,,32,Eglinton-Lawrence(8),,,,Bathurst St And Lawrence Ave W,North York,6012,BATHURST ST
4689,13444532.0,Bayview Ave,Cummer Ave,12,313363.119,4850264.873,-79.393596,43.792297,12,"{u'type': u'Point', u'coordinates': (-79.393596004, 43.7922969999)}",,32.0,,2009-03-17T04:00:00,,CUMMER AVE,BAYVIEW AVE,CUMMER AVE,12,,651,,33,Willowdale(18),,Don Valley North(17),,Bayview Ave And Cummer Ave,North York,6013,BAYVIEW AVE
4690,13445882.0,Finch Ave E,Willowdale Ave,13,312277.28,4849077.938,-79.407105,43.781625,13,"{u'type': u'Point', u'coordinates': (-79.4071050001, 43.7816250044)}",,,,2009-03-17T04:00:00,,WILLOWDALE AVE,FINCH AVE E,WILLOWDALE AVE,13,,807,,32,Willowdale(18),,,,Finch Ave E And Willowdale Ave,North York,6014,FINCH AVE E
4691,13452717.0,Leslie St,Lawrence Ave E,14,316401.596,4843852.294,-79.355979,43.734535,14,"{u'type': u'Point', u'coordinates': (-79.3559789976, 43.7345350021)}",,,,2008-05-29T04:00:00,,LAWRENCE AVE E,LESLIE ST,LAWRENCE AVE E,14,,400,,33,Don Valley West(15),,Don Valley East(16),,Leslie St And Lawrence Ave E,North York,6015,LESLIE ST
4692,13449822.0,Leslie St,York Mills Rd,15,316076.644,4845898.023,-79.35996999999999,43.752953999999995,15,"{u'type': u'Point', u'coordinates': (-79.3599699911, 43.7529540025)}",,,,2009-08-05T04:00:00,,YORK MILLS RD,LESLIE ST,YORK MILLS RD,15,,755,,33,Don Valley West(15),,Don Valley East(16),,Leslie St And York Mills Rd,North York,6016,LESLIE ST
4693,13448765.0,Bayview Ave,Truman Rd,16,313928.145,4846742.627,-79.386635,43.760585999999996,16,"{u'type': u'Point', u'coordinates': (-79.3866350029, 43.7605860032)}",,32.0,,2008-03-31T04:00:00,FIFESHIRE RD,TRUMAN RD,BAYVIEW AVE,TRUMAN RD,16,,1083,,33,Don Valley West(15),,,,Bayview Ave And Truman Rd / Fifeshire Rd,North York,6017,BAYVIEW AVE
4694,14038170.0,Midland Ave,McNicoll Ave,17,321515.54600000003,4852755.714,-79.292218,43.814578000000004,17,"{u'type': u'Point', u'coordinates': (-79.2922180081, 43.8145780077)}",,,,2008-10-09T04:00:00,,MCNICOLL AVE,MIDLAND AVE,MCNICOLL AVE,17,,1540,,42,Scarborough-Agincourt(22),,Scarborough North(23),,Midland Ave And Mcnicoll Ave,Scarborough,6018,MIDLAND AVE
4695,13441903.0,Steeles Ave E,Birchmount Rd,18,319526.255,4853508.039,-79.316925,43.821391999999996,18,"{u'type': u'Point', u'coordinates': (-79.3169249962, 43.821392004)}",,,,2009-03-17T04:00:00,,BIRCHMOUNT RD,STEELES AVE E,BIRCHMOUNT RD,18,,1363,,42,Scarborough-Agincourt(22),,,,Steeles Ave E And Birchmount Rd,Scarborough,6019,STEELES AVE E
4696,13446799.0,Warden Ave,Arkona Dr,19,320469.463,4848143.835,-79.305356,43.773089,19,"{u'type': u'Point', u'coordinates': (-79.30535601, 43.7730890055)}",,,,2008-08-11T04:00:00,CLOVERLEAF GT,ARKONA DR,WARDEN AVE,ARKONA DR,19,,927,,42,Scarborough-Agincourt(22),,,,Warden Ave And Arkona Dr / Cloverleaf Gt,Scarborough,6020,WARDEN AVE
4697,13441677.0,Steeles Ave E,Brimley Rd,20,321915.153,4854280.554,-79.28720200000001,43.828294,20,"{u'type': u'Point', u'coordinates': (-79.2872019972, 43.8282939976)}",,,,2008-05-29T04:00:00,,BRIMLEY RD,STEELES AVE E,BRIMLEY RD,20,,1491,,42,Scarborough North(23),,,,Steeles Ave E And Brimley Rd,Scarborough,6021,STEELES AVE E
4698,13465757.0,College St,Bathurst St,21,312243.092,4835174.928,-79.40772199999999,43.656481,21,"{u'type': u'Point', u'coordinates': (-79.4077219983, 43.6564810048)}",,,,2008-08-11T04:00:00,,BATHURST ST,COLLEGE ST,BATHURST ST,21,,300,,14,University-Rosedale(11),,,,College St And Bathurst St,Toronto and East York,6022,COLLEGE ST
4699,13447211.0,Morningside Ave,Lawrence Ave E,22,330061.863,4847653.228,-79.186225,43.768408,22,"{u'type': u'Point', u'coordinates': (-79.1862250064, 43.7684080038)}",,,,2008-08-11T04:00:00,,LAWRENCE AVE E,MORNINGSIDE AVE,LAWRENCE AVE E,22,,499,,43,Scarborough-Guildwood(24),,Scarborough-Rouge Park(25),,Morningside Ave And Lawrence Ave E,Scarborough,6023,MORNINGSIDE AVE
4700,13461025.0,Dixon Rd,Carlingview Dr,23,297095.57399999996,4838538.732,-79.595566,43.686757,23,"{u'type': u'Point', u'coordinates': (-79.5955659977, 43.6867570036)}",,,,2009-03-19T04:00:00,,CARLINGVIEW DR,DIXON RD,CARLINGVIEW DR,23,,536,,23,Etobicoke North(1),,,,Dixon Rd And Carlingview Dr,Etobicoke York,6024,DIXON RD
4701,13457150.0,Dufferin St,Glencairn Ave,24,308573.308,4840782.26,-79.45318,43.706982,24,"{u'type': u'Point', u'coordinates': (-79.4531800072, 43.706982004)}",,,,2009-03-19T04:00:00,,GLENCAIRN AVE,DUFFERIN ST,GLENCAIRN AVE,24,,613,,13,Eglinton-Lawrence(8),,,,Dufferin St And Glencairn Ave,North York,6025,DUFFERIN ST
4702,13456854.0,Overlea Blvd,Thorncliffe Park Dr,25,317402.442,4840847.626,-79.343625,43.707473,25,"{u'type': u'Point', u'coordinates': (-79.3436250026, 43.707473006)}",,,,2008-10-29T04:00:00,,THORNCLIFFE PARK DR,OVERLEA BLVD,THORNCLIFFE PARK DR,25,,679,EAST INTERSECTION,53,Don Valley West(15),,,,Overlea Blvd And Thorncliffe Park Dr,North York,6026,OVERLEA BLVD
4703,13447843.0,Kennedy Rd,Ellesmere Rd,26,322426.06,4847339.153,-79.28107800000001,43.765802,26,"{u'type': u'Point', u'coordinates': (-79.281078007, 43.7658020019)}",,,,2008-03-28T04:00:00,,ELLESMERE RD,KENNEDY RD,ELLESMERE RD,26,,696,,41,Scarborough Centre(21),,,,Kennedy Rd And Ellesmere Rd,Scarborough,6027,KENNEDY RD
4704,13444761.0,Leslie St,Finch Ave E,27,315418.032,4850013.973,-79.36806700000001,43.790012,27,"{u'type': u'Point', u'coordinates': (-79.3680670004, 43.7900119962)}",,,,2008-10-21T04:00:00,,FINCH AVE E,LESLIE ST,FINCH AVE E,27,,868,,33,Don Valley North(17),,,,Leslie St And Finch Ave E,North York,6028,LESLIE ST
4705,13444601.0,Birchmount Rd,Huntingwood Dr,28,320711.282,4850072.06,-79.302295,43.790440000000004,28,"{u'type': u'Point', u'coordinates': (-79.3022949978, 43.7904399965)}",,,,2009-03-17T04:00:00,,HUNTINGWOOD DR,BIRCHMOUNT RD,HUNTINGWOOD DR,28,,987,,42,Scarborough-Agincourt(22),,,,Birchmount Rd And Huntingwood Dr,Scarborough,6029,BIRCHMOUNT RD
4706,13443303.0,Kingston Rd,Port Union Rd,29,333267.92100000003,4851056.442,-79.14622299999999,43.798924,29,"{u'type': u'Point', u'coordinates': (-79.1462229994, 43.7989240015)}",,,,2008-03-18T04:00:00,SHEPPARD AVE E,PORT UNION RD,KINGSTON RD,PORT UNION RD,29,,1201,,42,Scarborough-Rouge Park(25),,,,Kingston Rd And Port Union Rd / Sheppard Ave E,Scarborough,6030,KINGSTON RD
4707,13468898.0,Bloor St W,The West Mall,30,299771.726,4832855.695,-79.562318,43.635625,30,"{u'type': u'Point', u'coordinates': (-79.5623179959, 43.635624994)}",,,,2009-03-19T04:00:00,,THE WEST MALL,BLOOR ST W,THE WEST MALL,30,,793,,22,Etobicoke Centre(2),,,,Bloor St W And The West Mall,Etobicoke York,6031,BLOOR ST W
4708,13470138.0,The Queensway,The West Mall,31,299740.804,4830265.232,-79.56267700000001,43.612307,31,"{u'type': u'Point', u'coordinates': (-79.5626769978, 43.6123069968)}",,,,2008-11-20T05:00:00,,THE WEST MALL,THE QUEENSWAY,THE WEST MALL,31,,912,,22,Etobicoke-Lakeshore(3),,,,The Queensway And The West Mall,Etobicoke York,6032,THE QUEENSWAY
4709,13470661.0,Lake Shore Blvd W,Thirty Seventh St,32,301717.201,4828163.145,-79.53818000000001,43.593396000000006,32,"{u'type': u'Point', u'coordinates': (-79.5381799941, 43.5933960003)}",,,,2009-03-19T04:00:00,PRIVATE ACCESS,THIRTY SEVENTH ST,LAKE SHORE BLVD W,THIRTY SEVENTH ST,32,,241,,22,Etobicoke-Lakeshore(3),,,,Lake Shore Blvd W And Thirty Seventh St / Private Access,Etobicoke York,6033,LAKE SHORE BLVD W
4710,13470261.0,Kipling Ave,Horner Ave,33,303124.868,4829696.289,-79.520751,43.607201,33,"{u'type': u'Point', u'coordinates': (-79.5207509976, 43.6072009968)}",,,,2008-03-19T04:00:00,,HORNER AVE,KIPLING AVE,HORNER AVE,33,,764,,22,Etobicoke-Lakeshore(3),,,,Kipling Ave And Horner Ave,Etobicoke York,6034,KIPLING AVE
4711,13470082.0,The Queensway,North Queen St,34,300267.475,4830477.045,-79.556154,43.614217,34,"{u'type': u'Point', u'coordinates': (-79.5561539918, 43.6142170047)}",,,,2009-04-02T04:00:00,PRIVATE ACCESS,NORTH QUEEN ST,THE QUEENSWAY,NORTH QUEEN ST,34,SHERWAY GARDENS,917,,22,Etobicoke-Lakeshore(3),,,,The Queensway And North Queen St / Private Access @ Sherway Gardens,Etobicoke York,6035,THE QUEENSWAY
4712,13453096.0,Wilson Ave,Transit Rd,35,308597.189,4843715.311000001,-79.452863,43.733383,35,"{u'type': u'Point', u'coordinates': (-79.4528629934, 43.7333830014)}",,,,2009-08-21T04:00:00,BILLY BISHOP WAY,TRANSIT RD,WILSON AVE,TRANSIT RD,35,,1237,WILSON STN ENTRANCE,32,York Centre(6),,,,Wilson Ave And Transit Rd / Billy Bishop Way,North York,6036,WILSON AVE
4713,13468807.0,Lake Shore Blvd W,Windermere Ave,36,307370.153,4832805.865,-79.468147,43.635189000000004,36,"{u'type': u'Point', u'coordinates': (-79.4681469969, 43.6351890029)}",,,,2008-05-29T04:00:00,PRIVATE ACCESS,WINDERMERE AVE,LAKE SHORE BLVD W,WINDERMERE AVE,36,,229,,11,Parkdale-High Park(4),,,,Lake Shore Blvd W And Windermere Ave / Private Access,Toronto and East York,6037,LAKE SHORE BLVD W
4714,13442867.0,Warden Ave,McNicoll Ave,37,319204.095,4851836.086,-79.320975,43.806349,37,"{u'type': u'Point', u'coordinates': (-79.3209749937, 43.8063490022)}",,,,2009-03-17T04:00:00,,MCNICOLL AVE,WARDEN AVE,MCNICOLL AVE,37,,1287,,42,Scarborough-Agincourt(22),,,,Warden Ave And Mcnicoll Ave,Scarborough,6038,WARDEN AVE
4715,13454197.0,Keele St,Wilson Ave,38,306244.619,4842965.49,-79.482069,43.726642,38,"{u'type': u'Point', u'coordinates': (-79.4820690045, 43.7266419991)}",,,,2008-05-29T04:00:00,,WILSON AVE,KEELE ST,WILSON AVE,38,,597,,31,York Centre(6),,,,Keele St And Wilson Ave,North York,6039,KEELE ST
4716,13464191.0,Lansdowne Ave,Dupont St,39,309117.692,4836310.235,-79.446461,43.666725,39,"{u'type': u'Point', u'coordinates': (-79.4464609943, 43.6667250003)}",,,,2008-03-26T04:00:00,,DUPONT ST,LANSDOWNE AVE,DUPONT ST,39,,844,,11,Davenport(9),,,,Lansdowne Ave And Dupont St,Toronto and East York,6040,LANSDOWNE AVE
4717,13468197.0,Queen St W,Lansdowne Ave,40,309883.69399999996,4833403.987,-79.43699000000001,43.64056,40,"{u'type': u'Point', u'coordinates': (-79.4369899987, 43.6405599996)}",,14.0,,2009-01-21T05:00:00,JAMESON AVE,LANSDOWNE AVE,QUEEN ST W,LANSDOWNE AVE,40,,1981,,11,Parkdale-High Park(4),,,,Queen St W And Lansdowne Ave / Jameson Ave,Toronto and East York,6041,QUEEN ST W
4718,13467689.0,Burnhamthorpe Rd,The East Mall,41,299960.262,4834041.821,-79.55999200000001,43.646303,41,"{u'type': u'Point', u'coordinates': (-79.5599919959, 43.6463030043)}",,,,2008-03-26T04:00:00,,THE EAST MALL,BURNHAMTHORPE RD,THE EAST MALL,41,,948,,22,Etobicoke Centre(2),,,,Burnhamthorpe Rd And The East Mall,Etobicoke York,6042,BURNHAMTHORPE RD
4719,13451388.0,Keele St,Sheppard Ave W,42,305891.172,4844980.149,-79.486452,43.744777,42,"{u'type': u'Point', u'coordinates': (-79.4864519948, 43.7447770044)}",,,,2009-03-17T04:00:00,,SHEPPARD AVE W,KEELE ST,SHEPPARD AVE W,42,,600,,31,York Centre(6),,,,Keele St And Sheppard Ave W,North York,6043,KEELE ST
4720,13460183.0,Jane St,Bala Ave,43,304751.55100000004,4838910.351,-79.500601,43.690142,43,"{u'type': u'Point', u'coordinates': (-79.5006009971, 43.6901420046)}",,,,2008-05-16T04:00:00,EMMETT AVE,BALA AVE,JANE ST,BALA AVE,43,,1317,,12,York South-Weston(5),,,,Jane St And Bala Ave / Emmett Ave,Etobicoke York,6045,JANE ST
4721,13451997.0,Jane St,Clair Rd,44,303697.729,4844587.204,-79.513685,43.741240000000005,44,"{u'type': u'Point', u'coordinates': (-79.5136850048, 43.7412400057)}",,,,2008-10-09T04:00:00,SPENVALLEY DR,CLAIR RD,JANE ST,CLAIR RD,44,,1127,,31,Humber River-Black Creek(7),,,,Jane St And Clair Rd / Spenvalley Dr,Etobicoke York,6046,JANE ST
4722,,,,45,320318.396,4841407.02,-79.307427,43.712453000000004,45,"{u'type': u'Point', u'coordinates': (-79.3074270054, 43.7124530075)}",,,,2008-08-11T04:00:00,YARDLEY AVE,BERMONDSEY RD,O CONNOR DR,BERMONDSEY RD,45,,448,,54,Beaches-East York(19),,,,O Connor Dr And Bermondsey Rd / Yardley Ave,Toronto and East York,6047,O CONNOR DR
4723,13458312.0,Danforth Ave,Birchmount Rd,46,323822.908,4839698.53,-79.263999,43.696993,46,"{u'type': u'Point', u'coordinates': (-79.2639990061, 43.6969930098)}",,,,2009-04-01T04:00:00,,BIRCHMOUNT RD,DANFORTH AVE,BIRCHMOUNT RD,46,,359,,41,Scarborough Southwest(20),,,,Danforth Ave And Birchmount Rd,Scarborough,6048,DANFORTH AVE
4724,13460559.0,Islington Ave,The Westway,47,301343.733,4838742.157,-79.542873,43.68862,47,"{u'type': u'Point', u'coordinates': (-79.542872997, 43.6886200015)}",,,,2008-12-10T05:00:00,,THE WESTWAY,ISLINGTON AVE,THE WESTWAY,47,,711,,23,Etobicoke Centre(2),,,,Islington Ave And The Westway,Etobicoke York,6049,ISLINGTON AVE
4725,13462422.0,Bathurst St,Davenport Rd,48,311590.37100000004,4837423.791999999,-79.415786,43.67673,48,"{u'type': u'Point', u'coordinates': (-79.4157860019, 43.6767300085)}",,,,2009-03-18T04:00:00,,DAVENPORT RD,BATHURST ST,DAVENPORT RD,48,,384,,13,Toronto-St. Paul's(12),,,,Bathurst St And Davenport Rd,Toronto and East York,6050,BATHURST ST
